,idade,sexo,etilismo,tabagismo,motivo_cancer,motivo_msk,motivo_digestivo2,motivo_cardio2,motivo_procedimentos2,motivo_lesao2,motivo_respiratorio,motivo_neuro,motivo_pele,motivo_genitourinaria,motivo_dm,motivo_mental_subst,motivo_infec2,motivo_propedeutica,n_comorbidades,comorb_hipertensao,comorb_ic,comorb_dac,comorb_fibrilacao,comorb_avc,comorb_dpoc,comorb_asma,comorb_dm,comorb_obesidade,comorb_drc,comorb_cancer,comorb_reumatologica,comorb_cirrose,comorb_hiv,obito
motivo_respiratorio,-5.307837025830544,0.08534454912924566,-0.16349775943577102,5.702814309058522,-0.5976117785971475,-0.20590971632881255,2.518142020923638,-3.742761038227971,-1.7313071718608413,-2.0905679596656763,80.0,-1.3880639924347733,-0.18143865104853912,-0.7240528416013371,-0.07518796992481203,-0.7729902601318861,-2.580034515193692,-0.4317594795964262,-0.47510213131714246,2.6317554417042115,2.5819387529013738,-1.8188728127951475,4.843950200853371,2.783329568418936,-0.7603190531672237,-0.5951942900632718,-2.6079070576054955,3.81656825158068,11.355353295933961,-1.2000071744754646,-0.5933541651131042,-0.36946267122803356,-0.6595994081383325,-3.6366930817978775
motivo_neuro,-1.3271647470818493,2.1655091638757367,0.035676464704087196,-2.5725175233271234,-2.37599768550169,-0.48967578140205975,-5.34521758735418,-6.543713672255566,-5.53522145196359,-1.5856458410762615,-1.3880639924347733,100.0,-1.0609678408979766,-2.6523964655470964,6.015429384561576,0.5904808981291393,-6.2332963280651486,-1.5177367232972447,5.2321222104791305,0.15582842351219064,-4.342950756046486,-3.129727762631472,-3.6070156778509332,3.5723218839918953,-2.2631523865002845,-2.015872744784708,-0.4192400944674777,-2.287111868091165,1.7858529588280687,-2.3307271832599596,8.576606637354342,-1.0881207016727128,3.5945468967033225,-3.491591070373553
motivo_pele,4.438660162956966,2.497416726397448,-2.2614951802259466,-0.8163401403572709,-0.6657277972277921,0.0,-1.698090051413438,-1.416530281895308,-1.144541708690309,-1.3093339477834827,-0.18143865104853912,-1.0609678408979766,60.0,-0.6921647577281548,-0.15123116536074394,-0.5856439791748969,-1.9735337299385827,-0.3957149704528649,0.44912648160207486,3.105684054027009,-1.203312784291732,-1.3166302809477508,-0.9006278104990597,-1.1091834868537078,-0.426767652550851,-0.47559520791938537,0.40009777948041375,-0.4913963243487088,-1.1212076512687439,-0.964409270515176,-0.5201242094632231,-0.22641913528555596,-0.471470141646856,1.426296690412041
motivo_genitourinaria,5.60855132487869,-3.8259238433394174,-5.223633913465331,-1.7274972264118997,-1.432533344542128,-0.3388079009975106,-4.395205540743048,-5.271659631806795,-3.328000117990311,-2.405236963572523,-0.7240528416013371,-2.6523964655470964,-0.6921647577281548,100.0,-0.41129656893097166,-1.6275656877041411,-0.6285548914064002,-0.9416638772600001,0.10776901687847783,3.68914272923734,2.1664764093234377,-3.4547151509472114,-2.1559407836283446,2.0625656775007424,-1.3240203047678307,-1.2220425394129402,7.56615967740092,-1.443531506740675,9.797069432398043,2.5632311173564277,-1.2364827321333736,-0.7133491509497362,-1.2676623022909288,2.3288185476116783
motivo_dm,1.905044829161153,2.351354678668919,-0.9705416732204476,1.0456768154724936,-0.31664963988592604,-0.07518796992481203,-0.7507284894813768,1.1029414688114882,-0.5971983347756802,-0.8319163460564225,-0.07518796992481203,6.015429384561576,-0.15123116536074394,-0.41129656893097166,40.0,-0.3524420745071274,-0.8964915655474425,-0.18172025393215266,1.3867466983537569,2.735759639687977,-0.48093633469612945,-0.6539180846393027,-0.3931237837929603,-0.618955719601077,-0.22641913528555596,-0.20590971632881255,-2.060844680379752,-0.3001256969027558,-0.47901204602035075,-0.4278205119141417,-0.2372540304113412,-0.07518796992481203,-0.2372540304113412,4.2800144370879725
motivo_mental_subst,-2.3279650201736732,0.36920788658969506,3.8913185856273924,2.0447693322752825,-1.3908211019457006,-0.331932655550384,-2.4024417464776238,-6.119206605738831,-3.21538242051449,-2.7480005340577067,-0.7729902601318861,0.5904808981291393,-0.5856439791748969,-1.6275656877041411,-0.3524420745071274,100.0,-4.954792101992653,-0.8907155986674851,-0.6128499461340049,-5.077318318488405,-2.4632826855596868,2.8520134681072062,-2.0365966889086953,0.5117324125007316,-1.3441261588796085,-1.1258673315391665,-2.1141046521482183,3.2464880282950177,3.5351019455714083,-2.3111519819903696,-1.2094515588514991,-0.5653927179421808,-1.2675868151476033,-7.1717180944909575
motivo_infec2,2.5668219058721418,3.5500705386660987,-3.0905686079950803,3.198630114191415,-4.361646612190313,-0.8881657008668344,-9.502549804068464,-12.385050946907473,-7.646634101471536,-6.105191187891161,-2.580034515193692,-6.2332963280651486,-1.9735337299385827,-0.6285548914064002,-0.8964915655474425,-4.954792101992653,100.0,-2.8765252846190563,0.6456582499985074,-3.0455889689708426,0.8894516519376876,-0.7924129539598115,5.463823479556016,-2.054050335301239,2.7293910275811912,0.9846771569031156,0.349742989848961,4.903418909509718,-2.81758956610618,1.171836024514028,1.5851987395338087,0.09430636543034276,-0.02328964623547425,12.245475104359615
motivo_propedeutica,-2.5678289605319087,2.704836983678052,1.578651890482732,-0.39118688530530327,-0.8055154000568897,-0.15037593984962405,-2.4701133603647167,-4.234029871092213,-1.8268908774303623,-2.2130841031810844,-0.4317594795964262,-1.5177367232972447,-0.3957149704528649,-0.9416638772600001,-0.18172025393215266,-0.8907155986674851,-2.8765252846190563,100.0,-2.967436537945658,-1.6023751370651282,-1.4987767426623226,-1.983272826252593,-1.2010828661551893,2.039186355913263,-0.7551521153146155,-0.6687120148474819,2.3910004990804943,5.686047378301408,-1.445209294078848,2.672513237602748,-0.699886449120445,-0.3642957333754252,-0.7139918234960207,0.7331672018264312
n_comorbidades,1.476699256621174,0.5729958611876653,-2.8667312590324863,-1.6652082591001558,2.3479236043831313,-2.4776341188361686,2.782819943965725,4.336163215792517,3.86994296709401,0.1956409932921982,-0.47510213131714246,5.2321222104791305,0.44912648160207486,0.10776901687847783,1.3867466983537569,-0.6128499461340049,0.6456582499985074,-2.967436537945658,100.0,10.35891140715656,4.038199539863687,7.847558053864582,-0.6696124980167374,3.8009236791273113,-1.0941754284671124,-6.25458741012532,5.205645366536482,0.7102926428141874,1.0063688574632599,9.288305345604671,2.79050350161903,-0.045712939677952646,1.0127824605892575,8.37312072377548
comorb_hipertensao,7.269304269468951,0.960511076537587,-1.7362519072937308,1.7550036115290606,-1.6584881343043774,2.289607002879588,0.8227315022849732,3.35608402679037,-0.11466196386894227,1.0724143308834482,2.6317554417042115,0.15582842351219064,3.105684054027009,3.68914272923734,2.735759639687977,-5.077318318488405,-3.0455889689708426,-1.6023751370651282,10.35891140715656,100.0,3.2388931852976954,2.5318169760377383,-11.919295955754176,-4.0234102793007915,1.4833033454223454,-0.8932608292147262,5.244978443441893,-5.4971087181522655,-4.311347831302236,-3.7732339554645096,0.3720689021060808,-0.4278363556009035,-0.9285379884347784,13.022715440229856
comorb_ic,-1.3269444015041387,-3.657399304366081,-3.4362620252034635,-3.7438721070250836,-2.3135223343209876,-0.366749532904948,-2.6314148023840347,8.411631582701292,-3.7410412790770327,-4.836566051829881,2.5819387529013738,-4.342950756046486,-1.203312784291732,2.1664764093234377,-0.48093633469612945,-2.4632826855596868,0.8894516519376876,-1.4987767426623226,4.038199539863687,3.2388931852976954,100.0,1.2989393663090252,-3.4564815639886155,-4.860377722613396,-2.082877358619348,-1.923272587048475,4.502752517168919,-2.067202124231916,-0.12146279616582392,-3.8767849976480124,-2.0014411782259574,2.554542058944427,-2.013359085312293,1.1711112546610527
comorb_dac,-0.3684343033907932,-4.719009917924363,-6.299255860850035,-1.802726675288128,-3.1576614205574915,-0.6861022019207981,-5.200616991099703,1.1052380054999935,-1.2398408316093923,-7.157270786416666,-1.8188728127951475,-3.129727762631472,-1.3166302809477508,-3.4547151509472114,-0.6539180846393027,2.8520134681072062,-0.7924129539598115,-1.983272826252593,7.847558053864582,2.5318169760377383,1.2989393663090252,100.0,-3.271749799999407,-3.320733798270234,3.969351065854184,-2.5564395660147587,8.702061779463422,-0.8874200293015533,1.2735670694652368,-2.3266846589038948,-2.7728726157202233,-1.2491057769441059,-2.9043525124901945,-9.307223978448887
comorb_fibrilacao,-4.80169998130238,4.0294379382662395,-3.0908846804953436,-2.1635650292647988,-1.904239384999121,-0.366749532904948,-2.9272896754635203,1.736646628465078,-4.305342380631152,-2.0535481791493435,4.843950200853371,-3.6070156778509332,-0.9006278104990597,-2.1559407836283446,-0.3931237837929603,-2.0365966889086953,5.463823479556016,-1.2010828661551893,-0.6696124980167374,-11.919295955754176,-3.4564815639886155,-3.271749799999407,100.0,0.02410351861058882,2.0065405212072593,-1.5919885826898585,-1.7003770787411536,0.9062668668026722,4.466141050126817,-0.793810596583667,-1.6625435528900459,-0.8613086605228647,-1.7027125006701407,-6.852204495397182
comorb_avc,-3.836245354941392,-5.284928119234214,-3.2788827488832433,-6.581050279685169,-2.6586031145402163,-0.696268462934783,2.42365545076834,-2.1854503643450918,-2.0051657052581766,-3.1365098548301376,2.783329568418936,3.5723218839918953,-1.1091834868537078,2.0625656775007424,-0.618955719601077,0.5117324125007316,-2.054050335301239,2.039186355913263,3.8009236791273113,-4.0234102793007915,-4.860377722613396,-3.320733798270234,0.02410351861058882,100.0,-2.63114056906684,-2.3161486592120735,0.7798233750519695,-0.347175893877063,-3.1420501468853184,-2.8667670876130673,4.268121765748989,-1.3106461494725479,-2.5039147258087167,-6.124141226829545
comorb_dpoc,1.1265996124726025,1.1094720914981977,9.889348730873401,11.061264117974682,-1.1025538815831673,19.88689824493783,2.77707128239117,0.805972532314298,4.19307094924236,-3.469662265482564,-0.7603190531672237,-2.2631523865002845,-0.426767652550851,-1.3240203047678307,-0.22641913528555596,-1.3441261588796085,2.7293910275811912,-0.7551521153146155,-1.0941754284671124,1.4833033454223454,-2.082877358619348,3.969351065854184,2.0065405212072593,-2.63114056906684,100.0,5.432130210966909,5.689560520577265,-1.0505125473405648,2.3705541672530854,-2.0114657826979125,-1.0127670670906226,-0.5487744299292707,-1.085885740326697,1.9659220113705806
comorb_asma,-2.104398865982843,4.1707643319367955,0.2778259220107672,-2.243580372128753,-1.0185898715341475,-0.22641913528555596,3.8493339437418514,0.0630846353595918,-2.4432948258884624,0.09981483917417294,-0.5951942900632718,-2.015872744784708,-0.47559520791938537,-1.2220425394129402,-0.20590971632881255,-1.1258673315391665,0.9846771569031156,-0.6687120148474819,-6.25458741012532,-0.8932608292147262,-1.923272587048475,-2.5564395660147587,-1.5919885826898585,-2.3161486592120735,5.432130210966909,100.0,-2.9572521588541347,-1.0434255334423412,-1.8186687606272365,-1.770104719327837,-0.9124924448943441,-0.5414365399170445,-0.943280194478803,-5.344650786793991
comorb_dm,-0.08728799971958037,-1.6602132153943343,-2.724748666023901,-5.962079800491029,4.094795769520557,0.3104375522045244,0.34368532419409337,6.895628774001225,-1.6118226680791814,-2.8799913085498554,-2.6079070576054955,-0.4192400944674777,0.40009777948041375,7.56615967740092,-2.060844680379752,-2.1141046521482183,0.349742989848961,2.3910004990804943,5.205645366536482,5.244978443441893,4.502752517168919,8.702061779463422,-1.7003770787411536,0.7798233750519695,5.689560520577265,-2.9572521588541347,100.0,2.0783329847338172,-1.9198892684396007,1.0908000907778432,-5.198496842566644,-0.328422681613985,1.2100366444382376,5.051758371627655
comorb_obesidade,-2.9579361668476865,-0.3689590755130821,-1.2395297468095434,-2.2489670759192304,-1.2199413294728572,-0.331932655550384,1.0043939876231849,-2.3694260027013367,-2.83686585188349,1.0510086905945972,3.81656825158068,-2.287111868091165,-0.4913963243487088,-1.443531506740675,-0.3001256969027558,3.2464880282950177,4.903418909509718,5.686047378301408,0.7102926428141874,-5.4971087181522655,-2.067202124231916,-0.8874200293015533,0.9062668668026722,-0.347175893877063,-1.0505125473405648,-1.0434255334423412,2.0783329847338172,80.0,-1.869998284871765,2.8761812334858647,-1.0678644147485044,-0.5741144421363364,-1.1201531253381862,-0.30373533571756983
comorb_drc,-4.594266711730942,0.07589210128473953,-1.34973208803497,-1.1053558985995549,-2.1458137107508186,-0.37061485964513874,1.7132671910451904,1.8865091920507726,8.201431954041642,-5.847080611292675,11.355353295933961,1.7858529588280687,-1.1212076512687439,9.797069432398043,-0.47901204602035075,3.5351019455714083,-2.81758956610618,-1.445209294078848,1.0063688574632599,-4.311347831302236,-0.12146279616582392,1.2735670694652368,4.466141050126817,-3.1420501468853184,2.3705541672530854,-1.8186687606272365,-1.9198892684396007,-1.869998284871765,100.0,-0.6801734168204433,3.5671087778349007,-1.044023756494562,1.575091881923847,-2.016927972006668
comorb_cancer,-1.0485427693489768,-1.564107694774751,-4.578250063763993,-3.4929238152408546,5.905672745033865,-0.4278205119141417,7.09735533119374,-3.7802064786764236,10.323730007565453,-2.7860704273259964,-1.2000071744754646,-2.3307271832599596,-0.964409270515176,2.5632311173564277,-0.4278205119141417,-2.3111519819903696,1.171836024514028,2.672513237602748,9.288305345604671,-3.7732339554645096,-3.8767849976480124,-2.3266846589038948,-0.793810596583667,-2.8667670876130673,-2.0114657826979125,-1.770104719327837,1.0908000907778432,2.8761812334858647,-0.6801734168204433,100.0,-1.8229693804603007,-1.0058532409552723,-1.8827860744389877,6.47847963520162
comorb_reumatologica,2.8527269849665147,0.017210868978186286,2.825587672080835,1.449003045580175,-1.1384953803214048,-0.21306456801468127,-3.380165180728238,1.378889858828924,-2.507974493263033,-0.07560618627975427,-0.5933541651131042,8.576606637354342,-0.5201242094632231,-1.2364827321333736,-0.2372540304113412,-1.2094515588514991,1.5851987395338087,-0.699886449120445,2.79050350161903,0.3720689021060808,-2.0014411782259574,-2.7728726157202233,-1.6625435528900459,4.268121765748989,-1.0127670670906226,-0.9124924448943441,-5.198496842566644,-1.0678644147485044,3.5671087778349007,-1.8229693804603007,100.0,-0.451530349815667,-1.0096245391891951,9.125487584241585
comorb_cirrose,2.605080676157636,-2.091693977710422,1.8503488399969452,2.1824134374074844,-0.44369134285001,-0.15123116536074394,1.9828996055665244,-0.8480354188542283,0.6931338801582698,0.4814440848637222,-0.36946267122803356,-1.0881207016727128,-0.22641913528555596,-0.7133491509497362,-0.07518796992481203,-0.5653927179421808,0.09430636543034276,-0.3642957333754252,-0.045712939677952646,-0.4278363556009035,2.554542058944427,-1.2491057769441059,-0.8613086605228647,-1.3106461494725479,-0.5487744299292707,-0.5414365399170445,-0.328422681613985,-0.5741144421363364,-1.044023756494562,-1.0058532409552723,-0.451530349815667,60.0,-0.4759949552353742,5.734603066980528
comorb_hiv,-9.06959769487815,2.501289501078578,0.8153930022323086,4.10185233183192,-1.1449239293679458,-0.26144349280800105,1.9608227199027655,-3.1451452360133407,0.11481698796069584,0.9792256416157599,-0.6595994081383325,3.5945468967033225,-0.471470141646856,-1.2676623022909288,-0.2372540304113412,-1.2675868151476033,-0.02328964623547425,-0.7139918234960207,1.0127824605892575,-0.9285379884347784,-2.013359085312293,-2.9043525124901945,-1.7027125006701407,-2.5039147258087167,-1.085885740326697,-0.943280194478803,1.2100366444382376,-1.1201531253381862,1.575091881923847,-1.8827860744389877,-1.0096245391891951,-0.4759949552353742,100.0,-3.8521181280684305
obito,34.18492768651974,2.9906596496970064,-1.7699858531180446,14.899659183787733,4.2827020774246805,-1.4053778748647074,-6.2244456455156305,-9.126741591140592,-2.19315339097635,-3.558701352097784,-3.6366930817978775,-3.491591070373553,1.426296690412041,2.3288185476116783,4.2800144370879725,-7.1717180944909575,12.245475104359615,0.7331672018264312,8.37312072377548,13.022715440229856,1.1711112546610527,-9.307223978448887,-6.852204495397182,-6.124141226829545,1.9659220113705806,-5.344650786793991,5.051758371627655,-0.30373533571756983,-2.016927972006668,6.47847963520162,9.125487584241585,5.734603066980528,-3.8521181280684305,100.0
