dataset,repeat,fold,condition,generator_seed,generator_seconds,sampling_strategy,minority_coverage_distance,minority_diversity,exact_match_rate,membership_auc
COVID-19,0,4,Standard CTGAN,10190,1.4554569721221924,outcome-conditional rejection sampling,4.872815079409968,11.354346308314412,0.0,0.5925486205336952
COVID-19,0,4,SepAware CTGAN,10190,1.463547945022583,outcome-conditional rejection sampling,4.305326964023874,7.7509095505034376,0.0,0.5770578923563998
COVID-19,0,4,Standard TVAE,20190,0.44571995735168457,minority-conditional TVAE,6.22483243840648,1.1588647424297014,0.0,0.568973315241972
COVID-19,0,4,SepAware TVAE,20190,0.4533350467681885,minority-conditional TVAE,6.390574204849848,1.0457153787890017,0.0,0.564931026684758
COVID-19,1,0,Standard CTGAN,11042,1.4460859298706055,outcome-conditional rejection sampling,4.4702336964306255,10.913602448356308,0.0,0.468639946335737
COVID-19,1,0,SepAware CTGAN,11042,1.4538278579711914,outcome-conditional rejection sampling,4.659988639172121,7.360977264050232,0.0,0.4901336016546481
COVID-19,1,0,Standard TVAE,21042,0.4616260528564453,minority-conditional TVAE,6.468261378535988,0.5203394041433244,0.0,0.4766057353681033
COVID-19,1,0,SepAware TVAE,21042,0.4700191020965576,minority-conditional TVAE,6.464972178047268,0.3586836735863387,0.0,0.4730001677008217
COVID-19,1,1,Standard CTGAN,11079,1.444638967514038,outcome-conditional rejection sampling,4.127973618068437,10.28223948218557,0.0,0.47397842249427025
COVID-19,1,1,SepAware CTGAN,11079,1.4514079093933105,outcome-conditional rejection sampling,3.8297160907384966,7.321248973215707,0.0,0.46430767510760806
COVID-19,1,1,Standard TVAE,21079,0.4584798812866211,minority-conditional TVAE,5.700521712285318,1.2889080706613472,0.0,0.4875342389177707
COVID-19,1,1,SepAware TVAE,21079,0.46746301651000977,minority-conditional TVAE,5.764480409575631,1.071504512068881,0.0,0.4874783386438594
COVID-19,1,2,Standard CTGAN,11116,1.5156400203704834,outcome-conditional rejection sampling,3.991036999736635,11.26616681689908,0.0,0.521493655318911
COVID-19,1,2,SepAware CTGAN,11116,1.5226030349731445,outcome-conditional rejection sampling,3.821874996852419,7.49253719819285,0.0,0.5437419643356253
COVID-19,1,2,Standard TVAE,21116,0.5031721591949463,minority-conditional TVAE,5.250118820954964,0.9528674051411113,0.0,0.5351333221532786
COVID-19,1,2,SepAware TVAE,21116,0.5137531757354736,minority-conditional TVAE,5.303277270109547,0.9783449095347893,0.0,0.5369780311923529
COVID-19,1,3,Standard CTGAN,11153,1.6730968952178955,outcome-conditional rejection sampling,4.638589429662583,10.954774659957101,0.0,0.5314718542120855
COVID-19,1,3,SepAware CTGAN,11153,1.6800079345703125,outcome-conditional rejection sampling,4.181580451578789,7.823763918954906,0.0,0.5475152328246409
COVID-19,1,3,Standard TVAE,21153,0.49103474617004395,minority-conditional TVAE,6.09238795600771,1.0192981277184028,0.0,0.5259097769579071
COVID-19,1,3,SepAware TVAE,21153,0.49773287773132324,minority-conditional TVAE,6.14123784565206,0.890305169397147,0.0,0.5289004416121639
COVID-19,1,4,Standard CTGAN,11190,1.463479995727539,outcome-conditional rejection sampling,4.642429921095896,11.506806990534248,0.0,0.49807779285391224
COVID-19,1,4,SepAware CTGAN,11190,1.474120855331421,outcome-conditional rejection sampling,4.113651116348733,7.7125271181636865,0.0,0.5178369516056084
COVID-19,1,4,Standard TVAE,21190,0.46103906631469727,minority-conditional TVAE,6.27817317946452,0.6349287669195557,0.0,0.5263455450022614
COVID-19,1,4,SepAware TVAE,21190,0.4685821533203125,minority-conditional TVAE,6.499281488631999,0.3845958532807403,0.0,0.5331298055178652
COVID-19,2,0,Standard CTGAN,12042,1.4057750701904297,outcome-conditional rejection sampling,4.045297394103753,12.491226531844033,0.0,0.45441332662530054
COVID-19,2,0,SepAware CTGAN,12042,1.4131293296813965,outcome-conditional rejection sampling,3.641316765522929,8.920932276567713,0.0,0.42439487953490973
COVID-19,2,0,Standard TVAE,22042,0.4613020420074463,minority-conditional TVAE,6.144553195387951,1.5653892316727342,0.0,0.4813572586505674
COVID-19,2,0,SepAware TVAE,22042,0.4692699909210205,minority-conditional TVAE,6.266604165311764,1.6354385019142517,0.0,0.474257923863827
COVID-19,2,1,Standard CTGAN,12079,1.4967050552368164,outcome-conditional rejection sampling,4.488038690666319,11.586029812793903,0.0,0.49139135781765325
COVID-19,2,1,SepAware CTGAN,12079,1.5046467781066895,outcome-conditional rejection sampling,4.2874347629033815,8.003326936055068,0.0,0.4847392252222036
COVID-19,2,1,Standard TVAE,22079,0.4790630340576172,minority-conditional TVAE,5.8902945810494245,0.6260230766754554,0.0,0.5068198334171837
COVID-19,2,1,SepAware TVAE,22079,0.4873931407928467,minority-conditional TVAE,6.291755699612516,0.08549336059955495,0.0,0.5065962323215383
COVID-19,2,2,Standard CTGAN,12116,1.4980988502502441,outcome-conditional rejection sampling,5.007490326097636,11.798036822189706,0.0,0.4953882274023143
COVID-19,2,2,SepAware CTGAN,12116,1.5071711540222168,outcome-conditional rejection sampling,4.636446342515804,7.489547403302032,0.0,0.48772988987646043
COVID-19,2,2,Standard TVAE,22116,0.48372316360473633,minority-conditional TVAE,6.050637449854723,0.8951960111499929,0.0,0.48104980714405504
COVID-19,2,2,SepAware TVAE,22116,0.490955114364624,minority-conditional TVAE,6.187206261658582,0.4726784589395797,0.0,0.48023925317234056
COVID-19,2,3,Standard CTGAN,12153,1.5511701107025146,outcome-conditional rejection sampling,4.21444187038867,11.09388301478413,0.0,0.5031863156129465
COVID-19,2,3,SepAware CTGAN,12153,1.5590629577636719,outcome-conditional rejection sampling,4.1108041554264645,7.051774511514502,0.0,0.5706579462239365
COVID-19,2,3,Standard TVAE,22153,0.4811091423034668,minority-conditional TVAE,6.055231941481905,0.7805133620177768,0.0,0.5697914919783107
COVID-19,2,3,SepAware TVAE,22153,0.5032932758331299,minority-conditional TVAE,6.099558340306246,1.1970730641446108,0.0,0.5706299960869808
COVID-19,2,4,Standard CTGAN,12190,1.504654884338379,outcome-conditional rejection sampling,4.214098345741503,11.057356390793151,0.0,0.4909543193125283
COVID-19,2,4,SepAware CTGAN,12190,1.5119891166687012,outcome-conditional rejection sampling,3.9703891880819002,8.11695907195554,0.0,0.5128052917232022
COVID-19,2,4,Standard TVAE,22190,0.48386573791503906,minority-conditional TVAE,5.50258658751774,0.81993061825652,0.0,0.5549242424242424
COVID-19,2,4,SepAware TVAE,22190,0.49137306213378906,minority-conditional TVAE,5.626010563406918,0.6397650719382754,0.0,0.5526062867480778
Vigitel,0,0,Standard CTGAN,10042,8.09567403793335,outcome-conditional rejection sampling,2.1570428621226068,5.512489343463238,0.0,0.499815375
Vigitel,0,0,SepAware CTGAN,10042,8.292083978652954,outcome-conditional rejection sampling,1.868853860070728,4.425446843625358,0.0,0.503023625
Vigitel,0,0,Standard TVAE,20042,1.376363754272461,minority-conditional TVAE,3.90488572800783,1.2616735528443095,0.0,0.491822875
Vigitel,0,0,SepAware TVAE,20042,1.4373886585235596,minority-conditional TVAE,4.050358819805845,0.1355913171904883,0.0,0.49038012500000006
Vigitel,0,1,Standard CTGAN,10079,7.632033109664917,outcome-conditional rejection sampling,1.9668829801247016,5.302751469105876,0.0,0.505396625
Vigitel,0,1,SepAware CTGAN,10079,7.8141930103302,outcome-conditional rejection sampling,1.671276493096865,4.295851443085925,0.0,0.512282125
Vigitel,0,1,Standard TVAE,20079,1.341641902923584,minority-conditional TVAE,3.760766784208197,1.351630168156276,0.0,0.5009695
Vigitel,0,1,SepAware TVAE,20079,1.3992009162902832,minority-conditional TVAE,4.157554640320311,0.12447208427317548,0.0,0.499042625
Vigitel,0,2,Standard CTGAN,10116,7.015907049179077,outcome-conditional rejection sampling,1.9362908225315,5.59382138430965,0.0,0.49404775000000006
Vigitel,0,2,SepAware CTGAN,10116,7.291795969009399,outcome-conditional rejection sampling,1.7038328480465272,4.223587287509925,0.0,0.506339375
Vigitel,0,2,Standard TVAE,20116,1.3193771839141846,minority-conditional TVAE,3.871953935567578,1.3543080019552527,0.0,0.49474737500000004
Vigitel,0,2,SepAware TVAE,20116,1.387465000152588,minority-conditional TVAE,4.036495804150275,0.1437773488641984,0.0,0.4953655
Vigitel,0,3,Standard CTGAN,10153,6.907429933547974,outcome-conditional rejection sampling,2.0849649899061187,5.533068883487537,0.0,0.5084075
Vigitel,0,3,SepAware CTGAN,10153,7.084342956542969,outcome-conditional rejection sampling,1.7629184038313201,4.38313032453752,0.0,0.507754625
Vigitel,0,3,Standard TVAE,20153,1.3304040431976318,minority-conditional TVAE,4.01162088949299,1.4885771196749908,0.0,0.5073075
Vigitel,0,3,SepAware TVAE,20153,1.3889939785003662,minority-conditional TVAE,4.177563572198672,0.08200730424397223,0.0,0.51016675
Vigitel,0,4,Standard CTGAN,10190,7.5385589599609375,outcome-conditional rejection sampling,1.8863964679885645,5.568898024435526,0.0,0.49358100000000005
Vigitel,0,4,SepAware CTGAN,10190,7.720863103866577,outcome-conditional rejection sampling,1.6244674256373675,4.551261495614854,0.0,0.512895125
Vigitel,0,4,Standard TVAE,20190,1.3259649276733398,minority-conditional TVAE,3.79214750854354,1.2078067223808984,0.0,0.5078335
Vigitel,0,4,SepAware TVAE,20190,1.3899321556091309,minority-conditional TVAE,3.906544794039571,0.1212784835260161,0.0,0.507807625
Vigitel,1,0,Standard CTGAN,11042,7.004518985748291,outcome-conditional rejection sampling,1.9056741809972404,5.533645924337469,0.0,0.49425600000000003
Vigitel,1,0,SepAware CTGAN,11042,7.189446926116943,outcome-conditional rejection sampling,1.6825945242415428,4.3722773887570066,0.0,0.5104443750000001
Vigitel,1,0,Standard TVAE,21042,1.3587677478790283,minority-conditional TVAE,3.9179415577843932,1.4959456159354325,0.0,0.50248525
Vigitel,1,0,SepAware TVAE,21042,1.4188969135284424,minority-conditional TVAE,4.07150808370877,0.11198045246614965,0.0,0.50427675
Vigitel,1,1,Standard CTGAN,11079,6.807283878326416,outcome-conditional rejection sampling,1.905107509163364,5.486638474298929,0.0,0.49468212500000003
Vigitel,1,1,SepAware CTGAN,11079,6.995133876800537,outcome-conditional rejection sampling,1.58543559102902,4.525414241981969,0.0,0.50289375
Vigitel,1,1,Standard TVAE,21079,1.3387610912322998,minority-conditional TVAE,3.6675314616791623,1.4904791858885367,0.0,0.492618875
Vigitel,1,1,SepAware TVAE,21079,1.4143340587615967,minority-conditional TVAE,3.9706297426799906,0.09727848042019191,0.0,0.49454374999999995
Vigitel,1,2,Standard CTGAN,11116,6.940583944320679,outcome-conditional rejection sampling,1.9343593039681195,5.514528093933883,0.0,0.5087440000000001
Vigitel,1,2,SepAware CTGAN,11116,7.119595050811768,outcome-conditional rejection sampling,1.73784644573681,4.237194993584879,0.0003790750568612585,0.5140497500000001
Vigitel,1,2,Standard TVAE,21116,1.337385892868042,minority-conditional TVAE,3.925901705031088,1.137958722798322,0.0,0.50659225
Vigitel,1,2,SepAware TVAE,21116,1.398179054260254,minority-conditional TVAE,4.032856977303593,0.07612268853701923,0.0,0.5056953750000001
Vigitel,1,3,Standard CTGAN,11153,7.217112064361572,outcome-conditional rejection sampling,1.9572163210387443,5.352699770503457,0.0,0.501734875
Vigitel,1,3,SepAware CTGAN,11153,7.396429061889648,outcome-conditional rejection sampling,1.636352281391552,4.34369451188964,0.0,0.5053563750000001
Vigitel,1,3,Standard TVAE,21153,1.3501830101013184,minority-conditional TVAE,3.8585461065154814,1.5905670506430967,0.0,0.503914875
Vigitel,1,3,SepAware TVAE,21153,1.4123342037200928,minority-conditional TVAE,4.206630991821664,0.6922350624671751,0.0,0.500862
Vigitel,1,4,Standard CTGAN,11190,7.125401973724365,outcome-conditional rejection sampling,2.0604362228517847,5.420857981140268,0.0,0.506624375
Vigitel,1,4,SepAware CTGAN,11190,7.307929992675781,outcome-conditional rejection sampling,1.8699053169793902,4.2799911471481655,0.0,0.513262625
Vigitel,1,4,Standard TVAE,21190,1.374046802520752,minority-conditional TVAE,4.054264102385168,1.2361278717633677,0.0,0.495472625
Vigitel,1,4,SepAware TVAE,21190,1.4315428733825684,minority-conditional TVAE,4.164061276475067,0.07757086978785664,0.0,0.49379474999999995
Vigitel,2,0,Standard CTGAN,12042,7.202160835266113,outcome-conditional rejection sampling,1.9813930648941322,5.471643686804434,0.0,0.50083925
Vigitel,2,0,SepAware CTGAN,12042,7.382786989212036,outcome-conditional rejection sampling,1.73064836071484,4.306498872106168,0.0,0.5065115
Vigitel,2,0,Standard TVAE,22042,1.3307242393493652,minority-conditional TVAE,3.921788350389392,1.3458151176099231,0.0,0.50284975
Vigitel,2,0,SepAware TVAE,22042,1.3964340686798096,minority-conditional TVAE,4.087234106940273,0.09177952988403734,0.0,0.5032715
Vigitel,2,1,Standard CTGAN,12079,7.1731791496276855,outcome-conditional rejection sampling,1.9088793137976143,5.621975325536411,0.0,0.49753012500000005
Vigitel,2,1,SepAware CTGAN,12079,7.3516809940338135,outcome-conditional rejection sampling,1.7353776563154892,4.55339869198416,0.0,0.507054875
Vigitel,2,1,Standard TVAE,22079,1.342724084854126,minority-conditional TVAE,3.8606883012954833,1.3559314997797483,0.0356330553449583,0.49444137499999996
Vigitel,2,1,SepAware TVAE,22079,1.4043991565704346,minority-conditional TVAE,3.9971889224357176,0.0692595398763837,0.053828658074298714,0.489607
Vigitel,2,2,Standard CTGAN,12116,7.373133182525635,outcome-conditional rejection sampling,2.031033247604032,5.388122440025025,0.0,0.5119485
Vigitel,2,2,SepAware CTGAN,12116,7.555276155471802,outcome-conditional rejection sampling,1.7596504608424521,4.314301952630244,0.0,0.52216075
Vigitel,2,2,Standard TVAE,22116,1.340066909790039,minority-conditional TVAE,3.9933357272799452,1.2646281133674833,0.0,0.515372625
Vigitel,2,2,SepAware TVAE,22116,1.4010460376739502,minority-conditional TVAE,4.073772150991124,0.0766552137211191,0.0,0.517047625
Vigitel,2,3,Standard CTGAN,12153,7.356839895248413,outcome-conditional rejection sampling,1.9373508781787583,5.389464671651953,0.0,0.48302187499999993
Vigitel,2,3,SepAware CTGAN,12153,7.534685850143433,outcome-conditional rejection sampling,1.7146693269158952,4.3187375712241804,0.0,0.49126850000000005
Vigitel,2,3,Standard TVAE,22153,1.3597798347473145,minority-conditional TVAE,3.887998713918435,1.1313134316639522,0.0,0.48828112500000004
Vigitel,2,3,SepAware TVAE,22153,1.414919137954712,minority-conditional TVAE,3.9859808003188486,0.34359069212309473,0.0,0.48908712500000007
Vigitel,2,4,Standard CTGAN,12190,7.152712106704712,outcome-conditional rejection sampling,2.0064223947892184,5.485417671265278,0.0,0.50511425
Vigitel,2,4,SepAware CTGAN,12190,7.334761142730713,outcome-conditional rejection sampling,1.7642209356862675,4.213390857095303,0.0,0.505928
Vigitel,2,4,Standard TVAE,22190,1.3517038822174072,minority-conditional TVAE,3.874529554876355,1.090754987868306,0.0,0.501744
Vigitel,2,4,SepAware TVAE,22190,1.4128530025482178,minority-conditional TVAE,3.873203244851695,0.9048913264895603,0.0,0.5018475
Vigitel smoking,0,0,Standard CTGAN,10042,11.865430116653442,outcome-conditional rejection sampling,3.764001961646535,7.281922438478045,0.0,0.49649424999999997
Vigitel smoking,0,0,SepAware CTGAN,10042,11.906506061553955,outcome-conditional rejection sampling,3.4923209805246853,6.387260926753734,0.0,0.5005677500000001
Vigitel smoking,0,0,Standard TVAE,20042,1.8012757301330566,minority-conditional TVAE,5.207248764961689,1.290483081514743,0.0,0.50128025
Vigitel smoking,0,0,SepAware TVAE,20042,1.842911958694458,minority-conditional TVAE,5.22570481552534,2.00257684665726,0.0,0.5005157499999999
Vigitel smoking,0,1,Standard CTGAN,10079,12.264015913009644,outcome-conditional rejection sampling,3.744727070559724,7.347486528041539,0.0,0.4995585
Vigitel smoking,0,1,SepAware CTGAN,10079,12.32272481918335,outcome-conditional rejection sampling,3.4814226341501695,6.19526190464549,0.0,0.510309
Vigitel smoking,0,1,Standard TVAE,20079,1.817774772644043,minority-conditional TVAE,5.1907105777438804,2.080612961914848,0.0,0.49494675000000005
Vigitel smoking,0,1,SepAware TVAE,20079,1.858841896057129,minority-conditional TVAE,5.273899948092127,1.0844218625926134,0.0,0.49426125000000004
Vigitel smoking,0,2,Standard CTGAN,10116,12.77113389968872,outcome-conditional rejection sampling,3.7806787633465104,7.229345613486303,0.0,0.49704349999999997
Vigitel smoking,0,2,SepAware CTGAN,10116,12.816172122955322,outcome-conditional rejection sampling,3.579589892558892,6.0788333563750205,0.0,0.50983975
Vigitel smoking,0,2,Standard TVAE,20116,1.8951900005340576,minority-conditional TVAE,4.962503031914926,2.7191566126427786,0.0,0.48979675
Vigitel smoking,0,2,SepAware TVAE,20116,1.9344351291656494,minority-conditional TVAE,5.094510662411687,1.6673749072074795,0.0,0.489917
Vigitel smoking,0,3,Standard CTGAN,10153,11.53414011001587,outcome-conditional rejection sampling,3.9246023168523156,7.333160056968646,0.0,0.488417
Vigitel smoking,0,3,SepAware CTGAN,10153,11.571510076522827,outcome-conditional rejection sampling,3.686034582978072,6.484810163388702,0.0,0.4987325
Vigitel smoking,0,3,Standard TVAE,20153,1.8090131282806396,minority-conditional TVAE,5.234113834059506,2.4063838531722324,0.0,0.50150325
Vigitel smoking,0,3,SepAware TVAE,20153,1.8576200008392334,minority-conditional TVAE,5.311171799939711,1.6095020387729757,0.0,0.50182725
Vigitel smoking,0,4,Standard CTGAN,10190,10.522910118103027,outcome-conditional rejection sampling,3.8479185524707957,7.313642727782726,0.0,0.50343075
Vigitel smoking,0,4,SepAware CTGAN,10190,10.560386180877686,outcome-conditional rejection sampling,3.6916386755655317,6.236318334407914,0.0,0.5175855
Vigitel smoking,0,4,Standard TVAE,20190,1.8130991458892822,minority-conditional TVAE,5.454422560682053,1.9607349760971793,0.0,0.5168995000000001
Vigitel smoking,0,4,SepAware TVAE,20190,1.8501701354980469,minority-conditional TVAE,5.630646111791043,0.415791161412883,0.0,0.5154295
Vigitel smoking,1,0,Standard CTGAN,11042,10.218024969100952,outcome-conditional rejection sampling,3.782335681854217,7.537123875034791,0.0,0.4973045
Vigitel smoking,1,0,SepAware CTGAN,11042,10.255954027175903,outcome-conditional rejection sampling,3.615545753490704,6.327622813728796,0.0,0.51165125
Vigitel smoking,1,0,Standard TVAE,21042,1.7813920974731445,minority-conditional TVAE,5.034014939272283,2.029763591684177,0.0,0.50933125
Vigitel smoking,1,0,SepAware TVAE,21042,1.8197579383850098,minority-conditional TVAE,5.294722270170632,1.700143576158634,0.0,0.5069440000000001
Vigitel smoking,1,1,Standard CTGAN,11079,11.0502028465271,outcome-conditional rejection sampling,3.7394561834981324,7.1973725629091065,0.0,0.48132749999999996
Vigitel smoking,1,1,SepAware CTGAN,11079,11.087471723556519,outcome-conditional rejection sampling,3.4959635575568164,6.287359606739149,0.0,0.493839
Vigitel smoking,1,1,Standard TVAE,21079,2.095432758331299,minority-conditional TVAE,5.007958038752413,2.302041945934126,0.0,0.4975115
Vigitel smoking,1,1,SepAware TVAE,21079,2.135986804962158,minority-conditional TVAE,5.128501023961902,1.9099474214098877,0.0,0.4937785
Vigitel smoking,1,2,Standard CTGAN,11116,12.365774154663086,outcome-conditional rejection sampling,4.0043285633704615,7.523531097007871,0.0,0.511119
Vigitel smoking,1,2,SepAware CTGAN,11116,12.419092893600464,outcome-conditional rejection sampling,3.7175044057088096,6.588617252097014,0.0,0.510687
Vigitel smoking,1,2,Standard TVAE,21116,1.8790290355682373,minority-conditional TVAE,5.2845598290080185,2.4418297650355716,0.0,0.5067735
Vigitel smoking,1,2,SepAware TVAE,21116,1.9168529510498047,minority-conditional TVAE,5.404589490901119,1.928452861071921,0.0,0.5079565
Vigitel smoking,1,3,Standard CTGAN,11153,11.28665804862976,outcome-conditional rejection sampling,3.84590785127714,7.176014746086843,0.0,0.490986
Vigitel smoking,1,3,SepAware CTGAN,11153,11.327968120574951,outcome-conditional rejection sampling,3.570367190949241,6.195068230879384,0.0,0.49494324999999995
Vigitel smoking,1,3,Standard TVAE,21153,1.8631770610809326,minority-conditional TVAE,5.313494221741937,1.3155620763739129,0.0,0.48445275
Vigitel smoking,1,3,SepAware TVAE,21153,1.9041111469268799,minority-conditional TVAE,5.56113109733268,0.9423771369251422,0.0,0.48569125
Vigitel smoking,1,4,Standard CTGAN,11190,13.328988313674927,outcome-conditional rejection sampling,3.8301576576306324,7.38521385366322,0.0,0.50393
Vigitel smoking,1,4,SepAware CTGAN,11190,13.371077299118042,outcome-conditional rejection sampling,3.578975880102357,6.4161683067949005,0.0,0.51373075
Vigitel smoking,1,4,Standard TVAE,21190,2.1157422065734863,minority-conditional TVAE,5.2535290634810625,2.075794663636756,0.0,0.5096355
Vigitel smoking,1,4,SepAware TVAE,21190,2.1553893089294434,minority-conditional TVAE,5.459199069045613,0.6141948365529257,0.0,0.5108064999999999
Vigitel smoking,2,0,Standard CTGAN,12042,13.038713216781616,outcome-conditional rejection sampling,3.7224903323815686,7.232902174962176,0.0,0.510485
Vigitel smoking,2,0,SepAware CTGAN,12042,13.078794002532959,outcome-conditional rejection sampling,3.5340649358021037,6.167981907837359,0.0,0.52984875
Vigitel smoking,2,0,Standard TVAE,22042,2.0776000022888184,minority-conditional TVAE,5.136760624978625,1.6320089122291623,0.0,0.5188725000000001
Vigitel smoking,2,0,SepAware TVAE,22042,2.124055862426758,minority-conditional TVAE,5.320158466481902,0.8344514386920625,0.0,0.52009
Vigitel smoking,2,1,Standard CTGAN,12079,13.334733963012695,outcome-conditional rejection sampling,3.8636073829773383,7.572887231505354,0.0,0.5149889999999999
Vigitel smoking,2,1,SepAware CTGAN,12079,13.374945878982544,outcome-conditional rejection sampling,3.660859398946718,6.340217787641911,0.0,0.51024075
Vigitel smoking,2,1,Standard TVAE,22079,2.1281192302703857,minority-conditional TVAE,5.238432169345048,1.8785612352934298,0.0,0.50317675
Vigitel smoking,2,1,SepAware TVAE,22079,2.1672980785369873,minority-conditional TVAE,5.339540040503943,1.1132740257156295,0.0,0.50266025
Vigitel smoking,2,2,Standard CTGAN,12116,13.994561910629272,outcome-conditional rejection sampling,3.991599062275639,7.320674086470602,0.0,0.5188837500000001
Vigitel smoking,2,2,SepAware CTGAN,12116,14.035319089889526,outcome-conditional rejection sampling,3.6743053247048145,6.366507134155981,0.0,0.5242325
Vigitel smoking,2,2,Standard TVAE,22116,2.426784038543701,minority-conditional TVAE,5.423316589233373,2.4083931941979935,0.0,0.519974
Vigitel smoking,2,2,SepAware TVAE,22116,2.4943759441375732,minority-conditional TVAE,5.6381342472489955,2.016463923134222,0.0,0.51834925
Vigitel smoking,2,3,Standard CTGAN,12153,13.26706600189209,outcome-conditional rejection sampling,3.8205001745310416,7.207657924311803,0.0,0.4923935
Vigitel smoking,2,3,SepAware CTGAN,12153,13.305552959442139,outcome-conditional rejection sampling,3.486235249973034,6.360180450786626,0.0,0.48889575
Vigitel smoking,2,3,Standard TVAE,22153,2.0119879245758057,minority-conditional TVAE,5.014141130152655,2.5580975072168353,0.0,0.478151
Vigitel smoking,2,3,SepAware TVAE,22153,2.051240921020508,minority-conditional TVAE,5.16799571657064,1.5561725871326655,0.0,0.4803395
Vigitel smoking,2,4,Standard CTGAN,12190,14.316870212554932,outcome-conditional rejection sampling,3.828145827165361,7.437988911252563,0.0,0.48591975
Vigitel smoking,2,4,SepAware CTGAN,12190,14.364458084106445,outcome-conditional rejection sampling,3.530145927007299,6.223254124937945,0.0,0.48686474999999996
Vigitel smoking,2,4,Standard TVAE,22190,2.1110739707946777,minority-conditional TVAE,5.126247527050697,2.348763497837495,0.0,0.48582600000000004
Vigitel smoking,2,4,SepAware TVAE,22190,2.1522388458251953,minority-conditional TVAE,5.124503240674393,1.5204419763561405,0.0,0.48614975
Kidney mortality,0,0,Standard CTGAN,10042,12.952153205871582,outcome-conditional rejection sampling,1.6398993615552564,6.642343614368089,0.0,0.4903535
Kidney mortality,0,0,SepAware CTGAN,10042,13.179435014724731,outcome-conditional rejection sampling,1.456723894817411,4.022860969888202,0.0,0.47689237500000004
Kidney mortality,0,0,Standard TVAE,20042,1.4416677951812744,minority-conditional TVAE,3.3790305402172445,1.5946407539496779,0.0,0.47735649999999996
Kidney mortality,0,0,SepAware TVAE,20042,1.662499189376831,minority-conditional TVAE,3.4133426839957446,0.8837295965569057,0.0,0.47922125000000004
Kidney mortality,0,1,Standard CTGAN,10079,11.3562490940094,outcome-conditional rejection sampling,2.03342714987727,6.4394898506345015,0.0,0.514977375
Kidney mortality,0,1,SepAware CTGAN,10079,11.604696273803711,outcome-conditional rejection sampling,1.9647998394990596,4.305166830143833,0.0,0.5150495
Kidney mortality,0,1,Standard TVAE,20079,1.4305682182312012,minority-conditional TVAE,4.1186841722962555,1.2630814185268453,0.0,0.520825375
Kidney mortality,0,1,SepAware TVAE,20079,1.6941320896148682,minority-conditional TVAE,4.127838322205591,1.234688035790138,0.0,0.5216645
Kidney mortality,0,2,Standard CTGAN,10116,11.338833093643188,outcome-conditional rejection sampling,1.7382899530684737,5.992627014041752,0.0,0.497599625
Kidney mortality,0,2,SepAware CTGAN,10116,11.590893983840942,outcome-conditional rejection sampling,1.5134026385328199,3.976050584653506,0.0,0.499251
Kidney mortality,0,2,Standard TVAE,20116,1.4712069034576416,minority-conditional TVAE,3.188365631141857,2.0230616338350185,0.0,0.5038938749999999
